File,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max
GCF_011032765.1,1,2226862,2226862.0,2226862,2226862,2226862,2226862.000,2226862,2226862
GCF_001941785.1,4,2272328,568082.0,2176678,2176678,2176678,2086401.211,29166,2176678
GCF_019890875.1,1,2149913,2149913.0,2149913,2149913,2149913,2149913.000,2149913,2149913
GCF_004063515.1,1,2146888,2146888.0,2146888,2146888,2146888,2146888.000,2146888,2146888
GCF_004063635.1,1,2120877,2120877.0,2120877,2120877,2120877,2120877.000,2120877,2120877
GCF_016617695.1,1,2110953,2110953.0,2110953,2110953,2110953,2110953.000,2110953,2110953
GCF_012273035.1,1,2101878,2101878.0,2101878,2101878,2101878,2101878.000,2101878,2101878
GCF_018884205.1,1,2094354,2094354.0,2094354,2094354,2094354,2094354.000,2094354,2094354
GCF_002242615.1,1,2092273,2092273.0,2092273,2092273,2092273,2092273.000,2092273,2092273
GCF_900205745.1,1,2089202,2089202.0,2089202,2089202,2089202,2089202.000,2089202,2089202
GCF_018732245.1,1,2085632,2085632.0,2085632,2085632,2085632,2085632.000,2085632,2085632
GCF_002192435.1,1,2063606,2063606.0,2063606,2063606,2063606,2063606.000,2063606,2063606
GCF_003346795.1,1,2046196,2046196.0,2046196,2046196,2046196,2046196.000,2046196,2046196
GCF_003255875.1,1,2042277,2042277.0,2042277,2042277,2042277,2042277.000,2042277,2042277
GCF_018866265.1,2,2022749,1011374.5,2000827,2000827,2000827,1979380.169,21922,2000827
GCF_016861955.1,2,2002993,1001496.5,1973978,1973978,1973978,1945803.612,29015,1973978
GCF_001742205.1,1,1949874,1949874.0,1949874,1949874,1949874,1949874.000,1949874,1949874
GCF_011032745.1,1,1939032,1939032.0,1939032,1939032,1939032,1939032.000,1939032,1939032
GCF_003860425.1,1,1908534,1908534.0,1908534,1908534,1908534,1908534.000,1908534,1908534
GCF_005341425.1,1,1905587,1905587.0,1905587,1905587,1905587,1905587.000,1905587,1905587
GCF_013394085.1,1,1887974,1887974.0,1887974,1887974,1887974,1887974.000,1887974,1887974
GCF_004208815.1,1,2098685,2098685.0,2098685,2098685,2098685,2098685.000,2098685,2098685
GCF_001854105.1,1,2098685,2098685.0,2098685,2098685,2098685,2098685.000,2098685,2098685
GCF_000966835.2,1,2098510,2098510.0,2098510,2098510,2098510,2098510.000,2098510,2098510
GCF_016861465.1,54,2001723,37068.9,102808,46071,29843,90677.645,210,176346
GCF_001010185.1,55,1829655,33266.5,85869,32350,12927,98372.607,2994,260777
GCF_002899655.1,56,2148781,38371.1,75620,43570,29030,95333.583,1871,239104
GCF_009914845.1,29,2016340,69529.0,164687,108587,48229,161799.341,1011,298694
GCF_001368755.1,73,1950408,26717.9,55702,31430,20918,70939.377,526,159496
GCF_003464285.1,80,1968193,24602.4,62108,32386,13655,75461.471,640,168042
GCF_902363965.1,80,1968193,24602.4,62108,32386,13655,75461.471,640,168042
GCF_004683835.1,91,2024026,22242.0,57818,28620,10408,64443.555,559,147738
GCF_002591935.1,93,1937976,20838.5,51268,28532,13288,58203.094,537,126187
GCF_900163585.1,82,1911362,23309.3,50830,27686,11249,65368.893,1275,183442
GCF_900163595.1,85,1915205,22531.8,50830,30667,13151,65523.447,992,183442
GCF_016918895.1,100,1879705,18797.0,1654674,1654674,41917,1458053.079,319,1654674
GCF_000162395.1,42,2026518,48250.4,227280,167360,102855,244573.541,502,367310
GCF_000466785.3,2,2330492,1165246.0,2297851,2297851,2297851,2266124.343,32641,2297851
GCF_000159215.1,74,1867005,25229.8,219560,170480,69483,211995.391,202,342590
GCF_000397165.1,1,2064620,2064620.0,2064620,2064620,2064620,2064620.000,2064620,2064620
GCF_000010145.1,1,2098685,2098685.0,2098685,2098685,2098685,2098685.000,2098685,2098685
GCF_008876665.1,1,1752928,1752928.0,1752928,1752928,1752928,1752928.000,1752928,1752928
GCF_013778525.1,31,1644598,53051.5,86180,54434,32712,93396.938,1032,187868
GCF_001436045.1,26,1733578,66676.1,204018,95855,59091,273883.440,212,536901
GCF_009648555.1,3,1905155,635051.7,1839488,1839488,1839488,1777217.758,31585,1839488
GCF_001434365.1,66,1848461,28007.0,82805,45672,19723,69962.927,293,126654
GCF_001437235.1,111,2126433,19157.1,57378,32792,18001,59321.081,205,109700
GCF_016900495.1,108,2019217,18696.5,76768,33932,13887,99095.376,205,230153
GCF_001435775.1,88,2151571,24449.7,70439,42472,23714,85094.925,205,227543
GCF_000312405.1,8,2013830,251728.8,1181616,344966,137684,784643.847,1350,1181616
GCF_014898655.1,2,2140145,1070072.5,2051457,2051457,2051457,1970119.494,88688,2051457
GCF_013423865.1,4,2175821,543955.2,2049443,2049443,2049443,1932857.529,39346,2049443
GCF_003149115.1,9,1941536,215726.2,358179,276037,98387,350907.181,7291,497752
GCF_900217925.1,9,1941536,215726.2,358179,276037,98387,350907.181,7291,497752
GCF_902385785.1,12,2369669,197472.4,292860,287278,114811,332675.856,2027,539623
GCF_900109445.1,32,1883418,58856.8,167272,83669,31851,168636.158,1362,320291
GCF_900103925.1,39,1880668,48222.3,137746,70251,29863,155228.320,1330,312104
GCF_900114225.1,38,1882757,49546.2,137576,70244,29855,157714.145,1426,317403
GCF_004099885.1,81,2002757,24725.4,121198,49251,30819,161688.208,207,419530
GCF_000789175.1,72,2079103,28876.4,91196,58419,32654,143119.302,554,338043
GCF_901971775.1,67,2172535,32425.9,89013,48071,24126,88992.617,1167,184903
GCF_001436025.1,91,2254291,24772.4,93868,57051,16682,97069.557,211,197339
GCF_000248095.2,2,2434610,1217305.0,2326299,2326299,2326299,2227625.086,108311,2326299
GCF_001040725.1,12,2369669,197472.4,292860,287278,114811,332675.856,2027,539623
GCF_015234165.1,57,1969635,34555.0,99992,42829,18048,100896.980,1026,191899
GCF_001434465.1,75,2031774,27090.3,51959,31000,19094,98766.202,213,290001
GCF_000221505.1,20,2174937,108746.9,211289,150360,54823,211692.322,4314,402405
GCF_019797825.1,3,2129075,709691.7,2071550,2071550,2071550,2016654.131,10959,2071550
GCF_009428965.1,1,1714771,1714771.0,1714771,1714771,1714771,1714771.000,1714771,1714771
GCF_002940945.1,23,1873656,81463.3,200661,117101,41912,189282.259,608,348749
GCF_001435345.1,68,1667627,24523.9,80708,49903,24428,102755.007,203,257042
GCF_019042695.1,43,1995561,46408.4,97686,50165,28889,82839.525,784,153588
GCF_014838735.1,169,2115452,12517.5,64968,41927,15707,72621.061,201,162854
GCF_009184725.1,2,2047619,1023809.5,2027207,2027207,2027207,2007201.960,20412,2027207
GCF_020023775.1,1,2313802,2313802.0,2313802,2313802,2313802,2313802.000,2313802,2313802
GCF_003316935.1,1,2259968,2259968.0,2259968,2259968,2259968,2259968.000,2259968,2259968
GCF_003316895.1,1,2244514,2244514.0,2244514,2244514,2244514,2244514.000,2244514,2244514
GCF_013487925.1,2,2272714,1136357.0,2243550,2243550,2243550,2215134.479,29164,2243550
GCF_018884225.1,4,2439358,609839.5,2242943,2242943,2242943,2070428.426,24864,2242943
GCF_001618905.1,1,2234097,2234097.0,2234097,2234097,2234097,2234097.000,2234097,2234097
GCF_007633215.1,2,2384717,1192358.5,2205740,2205740,2205740,2053628.046,178977,2205740
GCF_013694365.1,1,2085667,2085667.0,2085667,2085667,2085667,2085667.000,2085667,2085667
GCF_006874665.1,3,2151788,717262.7,2084748,2084748,2084748,2021155.195,15134,2084748
GCF_020023755.1,1,2076814,2076814.0,2076814,2076814,2076814,2076814.000,2076814,2076814
GCF_013348825.1,5,2162818,432563.6,2069421,2069421,2069421,1981805.994,9085,2069421
GCF_001688685.2,1,2044771,2044771.0,2044771,2044771,2044771,2044771.000,2044771,2044771
GCF_003072625.1,1,2044184,2044184.0,2044184,2044184,2044184,2044184.000,2044184,2044184
GCF_004208615.1,1,2041516,2041516.0,2041516,2041516,2041516,2041516.000,2041516,2041516
GCF_001046835.1,1,1993967,1993967.0,1993967,1993967,1993967,1993967.000,1993967,1993967
GCF_020412465.1,1,1947772,1947772.0,1947772,1947772,1947772,1947772.000,1947772,1947772
GCF_020412485.1,1,1947745,1947745.0,1947745,1947745,1947745,1947745.000,1947745,1947745
GCF_020978225.1,5,2399145,479829.0,2297399,2297399,2297399,2201177.267,13813,2297399
GCF_020978285.1,7,2483413,354773.3,2096356,2096356,166020,1790645.223,4753,2096356
GCF_012275185.1,1,2072001,2072001.0,2072001,2072001,2072001,2072001.000,2072001,2072001
GCF_016697045.1,1,2063624,2063624.0,2063624,2063624,2063624,2063624.000,2063624,2063624
GCF_002221655.1,3,2063604,687868.0,2045096,2045096,2045096,2026862.042,4170,2045096
GCF_001889975.1,14,2302234,164445.3,1570268,337075,196333,1140387.895,4943,1570268
GCF_020784895.1,85,2188188,25743.4,373527,81556,39633,366562.660,202,743286
GCF_009649545.1,58,2119233,36538.5,288224,75349,44982,219678.821,213,312642
GCF_009649495.1,57,2391171,41950.4,279211,149402,38799,309076.346,215,632832
GCF_020785015.1,77,2186597,28397.4,215547,62197,32281,264567.869,202,574081
GCF_020784255.1,87,2202969,25321.5,197962,91034,31198,171942.163,213,282504
GCF_003703885.1,38,2220255,58427.8,193364,121601,58709,202791.794,292,368467
GCF_019336465.1,37,2355017,63649.1,151877,123379,58935,170605.711,510,277658
GCF_009649605.1,103,2085822,20250.7,145434,59611,21561,149531.091,201,288128
GCF_020784195.1,60,2278083,37968.1,135623,67917,30530,129214.807,203,257022
GCF_020785135.1,78,2199526,28199.1,133800,77183,29424,134800.585,200,257670
GCF_020784665.1,64,2130452,33288.3,142290,74560,34253,161828.001,209,344784
GCF_003703875.1,58,2091003,36051.8,132336,66142,21446,158128.931,596,329942
GCF_011028005.1,76,2177265,28648.2,128326,53466,31334,130087.568,200,238354
GCF_001705505.1,74,2151063,29068.4,127183,59041,31935,147930.365,209,299974
GCF_009649505.1,62,2171732,35027.9,126392,57948,25907,142053.792,211,279939
GCF_020784725.1,44,2013591,45763.4,124767,78428,52329,133487.624,230,275687
GCF_900093565.1,8,2108374,263546.8,1970568,1970568,1970568,1849431.636,1231,1970568
GCF_020784555.1,91,2190901,24075.8,121258,79184,42321,127987.788,202,273153
GCF_020784575.1,93,2187769,23524.4,121258,73304,34214,126887.865,202,273153
GCF_020784635.1,100,2175706,21757.1,121170,77611,42321,123862.851,202,273101
GCF_009649535.1,62,2156208,34777.5,120479,57668,26956,135687.822,231,279830
GCF_000758185.1,36,1980298,55008.3,113363,49473,27828,125081.066,2671,292794
GCF_004684995.1,65,2290627,35240.4,112333,59683,36881,103702.596,213,193524
GCF_020785115.1,118,2099280,17790.5,108559,50878,27804,98094.109,200,192008
GCF_009649475.1,138,2112985,15311.5,106800,60560,20166,116627.596,237,246016
GCF_001657495.1,45,1963029,43622.9,104856,45572,30918,106346.970,1035,229710
GCF_020784695.1,46,2014409,43791.5,124921,70642,51586,120379.070,230,227890
GCF_020785255.1,84,2158974,25702.1,102903,64237,37100,94321.612,200,147353
GCF_020785325.1,84,2158995,25702.3,102903,64378,43719,95939.189,200,147353
GCF_020785355.1,84,2158617,25697.8,102903,77365,43719,96466.013,200,153030
GCF_020785415.1,85,2159046,25400.5,102903,64237,37100,94313.745,200,147353
GCF_020785475.1,69,2154690,31227.4,102887,77493,43703,96340.164,201,153030
GCF_020785335.1,135,2230458,16521.9,98787,63523,35721,91774.374,200,146858
GCF_010206285.1,55,2014210,36622.0,97731,49961,29286,106473.046,600,215998
GCF_020785145.1,126,2299377,18249.0,97191,51036,26432,122665.610,202,295446
GCF_020784655.1,77,2129363,27654.1,96206,48572,31050,143588.174,202,344768
GCF_002254085.1,92,2183914,23738.2,94523,38795,18492,97893.041,242,208443
GCF_011009765.1,113,1934716,17121.4,91006,26835,12797,101770.175,221,264058
GCF_002254165.1,78,2182231,27977.3,87597,38238,18492,89135.510,253,208356
GCF_003053005.1,95,2102335,22129.8,86264,49653,20190,131916.648,201,346740
GCF_020785945.1,148,2437899,16472.3,85586,40588,27199,82309.068,201,164716
GCF_020784375.1,127,2336059,18394.2,97879,54949,24665,111352.625,200,239481
GCF_020784465.1,119,2329924,19579.2,97880,54949,22334,110739.934,200,239481
GCF_020784435.1,138,2341205,16965.3,95718,50067,24665,98761.910,200,239467
GCF_009649565.1,104,2255506,21687.6,80427,52048,19037,81788.032,202,149935
GCF_020784875.1,117,2162028,18478.9,80397,51833,24250,118273.168,204,319521
GCF_020784805.1,124,2159483,17415.2,81080,51825,23489,118219.066,200,319513
GCF_002254175.1,97,2175738,22430.3,79559,38051,18579,90656.261,223,202371
GCF_002254105.1,100,2191073,21910.7,73280,37763,16403,85824.242,202,259010
GCF_002254115.1,113,2193880,19414.9,73010,35649,17268,85905.419,217,208443
GCF_009733655.1,106,2281145,21520.2,71175,38394,20956,83091.650,207,176478
GCF_009649095.1,98,2101955,21448.5,69801,40133,25638,65992.382,214,142184
GCF_003046135.1,55,1987473,36135.9,69487,46396,21664,67625.532,1248,126421
GCF_009389305.1,68,2050775,30158.5,69730,41277,20241,77657.774,504,190673
GCF_020784275.1,167,2169144,12988.9,74811,32988,14323,68333.770,200,140479
GCF_002253865.1,98,2223192,22685.6,68130,39086,15416,86452.086,222,257688
GCF_910574445.1,69,2175666,31531.4,67722,38817,20453,68818.274,305,145361
GCF_002112225.1,61,2313528,37926.7,70982,41566,20535,81710.779,1004,168464
GCF_002253685.1,115,2143488,18639.0,67686,32664,18727,111808.729,210,291633
GCF_002253625.1,107,2147812,20073.0,67686,39150,14787,83122.994,236,189906
GCF_020784455.1,126,2088818,16577.9,69581,36052,18681,70805.937,200,162074
GCF_009733615.2,112,2282869,20382.8,66606,40129,28872,79203.782,206,176478
GCF_003061685.1,106,1977819,18658.7,66440,30314,17243,64037.728,223,110553
GCF_002254255.1,97,2216642,22852.0,65647,43750,31090,70206.118,213,149982
GCF_020784295.1,183,2094037,11442.8,65358,42759,20131,87633.374,200,258069
GCF_002253905.1,98,2192953,22377.1,65254,37608,24590,62950.439,202,127298
GCF_002253965.1,91,2180980,23966.8,65254,42711,23435,69440.624,225,149982
GCF_003061745.1,114,1956319,17160.7,64550,29867,15096,62455.631,208,110586
GCF_004794115.1,92,2022610,21984.9,64344,24855,12806,62536.070,305,122321
GCF_009649445.1,80,2066036,25825.5,64150,44295,16210,80885.664,207,154063
GCF_003046055.1,60,1986363,33106.1,64120,42137,18024,61837.869,1124,115352
GCF_002253835.1,109,2205242,20231.6,63921,30139,11898,68265.926,240,176122
GCF_020784595.1,118,2152638,18242.7,76092,44108,20325,88545.610,200,187037
GCF_020784605.1,120,2154134,17951.1,78840,48053,20325,96878.984,200,187037
GCF_910574215.1,67,2170642,32397.6,66831,40425,20865,71407.872,335,164589
GCF_009733645.1,124,2260332,18228.5,62609,39007,20293,70788.763,207,176478
GCF_002253945.1,111,2200917,19828.1,62497,44186,22549,67771.292,227,132367
GCF_020784935.1,120,2143373,17861.4,61856,35968,15050,78704.891,217,266118
GCF_020785585.1,135,1948738,14435.1,61083,26550,13944,65237.563,200,173995
GCF_020784525.1,139,2087278,15016.4,61329,38491,19787,64916.591,201,156644
GCF_003719715.1,21,1821307,86728.9,1763886,1763886,1763886,1708598.492,206,1763886
GCF_002253765.1,107,2197888,20541.0,60318,42272,22881,72156.462,215,143315
GCF_002253705.1,136,2079917,15293.5,59931,24458,12123,89925.730,217,215764
GCF_002253785.1,106,2191129,20671.0,59866,41915,22549,66042.780,226,175320
GCF_020784355.1,109,2406580,22078.7,59669,29735,21211,73885.367,200,171880
GCF_020784415.1,108,2408098,22297.2,71614,30003,23170,76725.357,200,171880
GCF_003064585.1,129,2031050,15744.6,59633,28209,14826,54927.769,202,113630
GCF_002762415.1,95,2011203,21170.6,59325,28071,14881,54808.740,550,113352
GCF_009389155.1,105,2047745,19502.3,59278,27813,11740,57110.807,527,131423
GCF_020785575.1,132,1931817,14635.0,58776,31498,18784,58947.132,200,149660
GCF_020785095.1,124,2279358,18381.9,64762,48397,22070,81610.789,205,193120
GCF_002253975.1,99,2182710,22047.6,58500,39282,22465,61639.451,245,127298
GCF_910574725.1,68,2170349,31916.9,62739,40873,26354,71210.180,350,164733
GCF_020785035.1,135,2368786,17546.6,64890,33708,19203,78248.344,201,200189
GCF_002253925.1,142,2264211,15945.1,59490,26669,11290,59662.336,201,141796
GCF_020784395.1,111,2443006,22009.1,59669,29735,21211,75064.352,200,171880
GCF_020784305.1,187,2168211,11594.7,55504,33434,14010,69478.227,200,215001
GCF_002253875.1,103,2197567,21335.6,55150,42889,26372,67955.541,236,144272
GCF_002254185.1,109,2191465,20105.2,54055,34792,18124,58095.996,227,127298
GCF_020785295.1,185,2053563,11100.3,58007,37444,14433,58362.613,205,116693
GCF_002253825.1,106,2179964,20565.7,53751,32663,13181,61848.491,200,132517
GCF_910574795.1,86,2177009,25314.1,57860,35910,20900,64326.235,310,123358
GCF_003065345.1,135,2032246,15053.7,52662,25953,14643,53620.046,202,113303
GCF_020784915.1,120,2142387,17853.2,57173,32407,14197,61520.350,202,177802
GCF_002156605.1,75,2148567,28647.6,52065,32982,17675,64017.387,271,175039
GCF_002007085.1,87,2059118,23668.0,50914,30659,14011,72889.909,506,190300
GCF_009389215.1,108,2111250,19548.6,50846,25772,10376,50363.617,523,110301
GCF_009389385.1,97,1996584,20583.3,50527,23609,12792,55571.195,505,142959
GCF_901600695.1,1,2039540,2039540.0,2039540,2039540,2039540,2039540.000,2039540,2039540
GCF_901600675.1,1,2039572,2039572.0,2039572,2039572,2039572,2039572.000,2039572,2039572
GCF_901600665.1,1,2039591,2039591.0,2039591,2039591,2039591,2039591.000,2039591,2039591
GCF_901600705.1,1,2039591,2039591.0,2039591,2039591,2039591,2039591.000,2039591,2039591
GCF_000159615.1,92,2107903,22912.0,101616,48517,21791,114597.619,209,229494
GCF_000410995.1,7,2093275,299039.3,1947706,1947706,1947706,1814727.472,6499,1947706
GCF_000010005.1,1,2039414,2039414.0,2039414,2039414,2039414,2039414.000,2039414,2039414
GCF_000179435.1,126,2018630,16020.9,53518,28954,15369,72943.341,102,228898
GCF_000160715.1,95,2015721,21218.1,311028,190544,124983,434786.967,201,795806
GCF_000159475.2,7,2067914,295416.3,464241,323681,136851,643128.614,18864,990100
GCF_000159455.2,5,2316838,463367.6,2264399,2264399,2264399,2213475.641,7047,2264399
GCF_000016825.1,1,1999618,1999618.0,1999618,1999618,1999618,1999618.000,1999618,1999618
GCF_001434615.1,150,1935860,12905.7,56054,21288,8986,51871.752,201,108869
GCF_000168255.1,2,2305557,1152778.5,1576206,729351,729351,1308307.813,729351,1576206
GCF_000236455.2,3,2091243,697081.0,1943635,1943635,1943635,1815659.921,9093,1943635
GCF_000439275.1,1,2145445,2145445.0,2145445,2145445,2145445,2145445.000,2145445,2145445
GCF_014145435.1,61,2307466,37827.3,118051,70183,42818,138995.944,202,314350
GCF_014145455.1,63,2316339,36767.3,131342,64752,40843,154842.082,202,314349
GCF_021168575.1,57,2307125,40475.9,145852,97450,42818,149689.343,202,314350
GCF_001437055.1,11,1646143,149649.4,286054,265650,129350,390815.411,239,629925
GCF_014836425.1,56,1801657,32172.4,68193,39396,16403,75404.854,502,139008
GCF_014838745.1,66,1898259,28761.5,90957,61023,27042,107499.656,235,190144
GCF_009362935.1,1,1894710,1894710.0,1894710,1894710,1894710,1894710.000,1894710,1894710
GCF_000159435.1,112,1877332,16761.9,409041,258163,115457,435308.697,200,693865
GCF_001436755.1,36,2407726,66881.3,191298,100796,65084,220882.975,215,423867
GCF_001436735.1,17,1919106,112888.6,269985,143930,110896,327024.421,208,564275
GCF_001434915.1,61,2232918,36605.2,110492,74882,40997,138113.759,209,351000
GCF_001435235.1,33,2605329,78949.4,241714,137756,93199,251937.581,206,450486
GCF_002850035.1,4,2590411,647602.8,2422912,2422912,2422912,2270048.172,38056,2422912
GCF_019969115.1,15,2375304,158353.6,477433,215258,156166,612631.606,1065,1037931
GCF_019443985.1,3,2440903,813634.3,2240228,2240228,2240228,2065949.073,55479,2240228
GCF_009184705.1,3,2611959,870653.0,2503004,2503004,2503004,2400894.904,48377,2503004
GCF_001437155.1,78,2437055,31244.3,71424,42815,24490,94433.688,212,215169
GCF_000260415.1,122,2652969,21745.6,70537,39264,13981,80409.678,103,202648
GCF_002850055.1,4,2547117,636779.2,2406166,2406166,2406166,2275858.041,34699,2406166
GCF_020858695.1,29,2488094,85796.3,181867,109236,60580,327570.960,1029,639371
GCF_020124705.2,1,2294635,2294635.0,2294635,2294635,2294635,2294635.000,2294635,2294635
GCF_019444005.1,2,2563476,1281738.0,2487196,2487196,2487196,2415455.647,76280,2487196
GCF_001434225.1,44,2498521,56784.6,248325,130651,56814,251490.998,212,518251
GCF_001436275.1,43,2117633,49247.3,412601,154995,70358,470321.773,202,853319
GCF_020858735.1,56,2718336,48541.7,93373,77167,49271,118423.530,1002,332929
GCF_001435195.1,55,2639652,47993.7,196216,94384,75087,171829.796,211,317162
GCF_001436705.1,18,2459509,136639.4,651964,294424,107761,505356.733,219,700166
GCF_000612445.1,15,2454642,163642.8,402418,166223,107657,390366.320,1693,651418
GCF_001434935.1,164,2686405,16380.5,96515,31341,11446,98373.719,206,215189
GCF_001663675.1,8,2851935,356491.9,2672521,2672521,2672521,2506820.932,7030,2672521
GCF_001663755.1,8,2845603,355700.4,2664097,2664097,2664097,2496666.454,7031,2664097
GCF_001663715.1,9,2818432,313159.1,2563677,2563677,2563677,2335803.098,17429,2563677
GCF_001663655.1,11,2824377,256761.5,2558858,2558858,2558858,2321296.973,10507,2558858
GCF_001663735.1,9,2782906,309211.8,2548351,2548351,2548351,2336972.511,2095,2548351
GCF_002770655.1,15,2782635,185509.0,2615712,2615712,2615712,2461149.473,237,2615712
GCF_002770675.1,14,2617206,186943.3,1747168,383582,257561,1255482.022,231,1747168
GCF_009650015.1,3,3274863,1091621.0,3159403,3159403,3159403,3050458.450,31839,3159403
GCF_001434575.1,147,3133992,21319.7,67692,37647,16125,91553.199,203,223617
GCF_005405165.1,99,2845990,28747.4,80161,48422,27619,91649.397,226,203368
GCF_007954685.1,1,3000133,3000133.0,3000133,3000133,3000133,3000133.000,3000133,3000133
GCF_002706425.1,1,2951508,2951508.0,2951508,2951508,2951508,2951508.000,2951508,2951508
GCF_000166795.1,55,2964752,53904.6,180940,72518,27234,173056.756,2215,357187
GCF_002706705.1,5,3138674,627734.8,2956605,2956605,2956605,2788463.663,15010,2956605
GCF_003950295.1,89,2622292,29464.0,59805,35484,19095,69348.838,964,207648
GCF_003946445.1,127,3038278,23923.4,52997,31373,12507,62274.804,223,167675
GCF_001752515.1,16,1825564,114097.8,285276,111904,77389,297694.972,4081,482538
GCF_001752505.1,16,1785288,111580.5,282363,111905,86198,296916.652,540,482540
GCF_001752545.1,27,1839043,68112.7,261715,111904,79235,283730.927,461,482365
GCF_000241055.1,2,1842238,921119.0,1833925,1833925,1833925,1825687.024,8313,1833925
GCF_000428085.1,5,1843867,368773.4,1745632,1745632,1745632,1654842.585,4095,1745632
GCF_002966535.1,1,1876981,1876981.0,1876981,1876981,1876981,1876981.000,1876981,1876981
GCF_900519455.1,1,1876981,1876981.0,1876981,1876981,1876981,1876981.000,1876981,1876981
GCF_020510245.1,2,1892074,946037.0,1870168,1870168,1870168,1848769.245,21906,1870168
GCF_009728955.1,1,1852479,1852479.0,1852479,1852479,1852479,1852479.000,1852479,1852479
GCF_900519475.1,1,1834577,1834577.0,1834577,1834577,1834577,1834577.000,1834577,1834577
GCF_003264795.1,1,1826824,1826824.0,1826824,1826824,1826824,1826824.000,1826824,1826824
GCF_013113695.1,1,1718702,1718702.0,1718702,1718702,1718702,1718702.000,1718702,1718702
GCF_900518825.1,13,1869599,143815.3,286569,144904,114835,298906.661,2100,534171
GCF_900518755.1,14,1868764,133483.1,219792,163573,114835,236448.450,854,402690
GCF_000697625.1,20,1786146,89307.3,184677,127779,69051,265708.422,1255,550977
GCF_004377635.1,40,1842115,46052.9,173522,138402,86790,203682.338,504,399244
GCF_900518875.1,39,1898672,48683.9,143611,96451,38938,137666.423,575,208141
GCF_900518815.1,30,1864509,62150.3,141686,100536,59951,156583.180,527,304468
GCF_000725025.1,23,1862817,80992.0,137811,89857,70237,211777.742,1132,501761
GCF_900518845.1,41,1881467,45889.4,126048,60906,36418,143615.161,504,261470
GCF_900518865.1,43,1784770,41506.3,124720,83046,25004,124383.158,559,251802
GCF_003591255.1,39,1753225,44954.5,116672,74787,36384,151933.202,525,290606
GCF_001618285.1,13,1768827,136063.6,1762881,1762881,1762881,1756957.131,314,1762881
GCF_000712375.1,61,1769724,29011.9,108855,73429,20558,148179.150,233,354970
GCF_000725005.1,55,1770962,32199.3,108855,73521,26772,145148.270,200,360434
GCF_000725015.1,60,1767097,29451.6,108855,73521,20558,151034.703,200,354973
GCF_000725035.1,61,1834661,30076.4,108808,74769,24761,155327.519,202,375641
GCF_001867485.1,175,1861044,10634.5,91771,34664,16480,99046.852,211,229391
GCF_001867465.1,157,1898461,12092.1,85583,37694,16437,80222.545,249,139917
GCF_001939355.1,150,1838606,12257.4,82600,34602,12809,70499.005,270,137215
GCF_001867765.1,185,1986909,10740.0,70892,32187,14486,71103.680,210,168866
GCF_001869805.1,151,1909996,12649.0,68377,34917,16545,69674.115,239,144740
GCF_001867555.1,153,1842730,12044.0,60650,35193,17020,64334.014,214,158950
GCF_001867835.1,187,1886021,10085.7,57209,28235,10411,60509.500,247,137578
GCF_001867915.1,194,1890232,9743.5,56139,26722,14856,56002.915,231,119710
GCF_000309425.1,36,1840757,51132.1,137205,84997,29969,197592.590,221,450504
GCF_000286015.1,36,1852239,51451.1,137195,85030,35069,208599.307,470,450551
GCF_000286115.1,26,1808452,69555.8,241841,102983,69990,208634.681,704,393048
GCF_000286155.1,34,1838155,54063.4,177870,138339,45015,193401.134,311,364573
GCF_000286135.1,46,1793208,38982.8,135466,82968,26823,163858.500,197,355003
GCF_000286175.1,32,1814530,56704.1,228430,110998,63281,228547.195,676,392762
GCF_000175355.1,58,1927702,33236.2,85101,42046,28230,94026.006,540,203450
GCF_000286195.1,29,1835383,63289.1,228488,95266,69755,226124.201,471,392624
GCF_000286215.1,32,1759113,54972.3,229549,95823,73226,241883.113,435,431885
GCF_000286255.1,31,1874865,60479.5,137199,84015,59851,197521.203,699,450517
GCF_000286235.1,28,1877204,67043.0,241903,84590,69893,225939.578,703,450551
GCF_000372485.1,28,1737581,62056.5,137536,79790,43547,160114.903,1965,357128
GCF_000309445.1,42,1729193,41171.3,135603,73598,41275,153227.853,254,328976
GCF_000721835.1,42,1795037,42739.0,157775,81599,34675,181168.613,473,392456
GCF_000761575.1,39,1822270,46724.9,140250,106158,65086,152508.097,201,259746
GCF_000762065.1,42,1772571,42204.1,96930,73447,34951,102041.875,1102,200132
GCF_000761665.1,65,1842137,28340.6,95439,40529,21844,100665.471,215,179106
GCF_000761685.1,56,1743782,31139.0,86291,39291,21789,84240.660,248,208736
GCF_000761705.1,36,1833906,50941.8,146580,97274,39703,154512.826,332,308185
GCF_000761725.1,57,1843445,32341.1,138815,97274,27220,122769.391,249,176132
GCF_000761865.1,42,1779079,42359.0,108811,73514,27254,133970.151,677,299516
GCF_000761925.1,47,1837655,39099.0,93272,44996,22058,94042.577,465,186675
GCF_000761965.1,130,1804864,13883.6,92742,33441,6092,76465.843,201,141809
GCF_000762045.1,48,1903774,39662.0,101748,80911,23498,145002.847,278,369466
GCF_000762125.1,44,1735746,39448.8,90241,73459,28065,140464.498,209,358792
GCF_000762145.1,26,1794099,69003.8,154085,114355,39431,195564.687,1423,426760
GCF_000761975.1,61,1731377,28383.2,121479,73594,28103,180617.063,211,354813
GCF_000761945.1,39,1776569,45553.1,105259,73566,28064,143925.228,870,351532
GCF_000761745.1,69,1741397,25237.6,63100,25101,14251,68429.535,278,152407
